Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Education,"School Enrollment","High school (grades 9-12)",37006,"(+/- 3134 )",38385,"(+/- 3030 )",36231,"(+/- 2659 )",37432,"(+/- 3161 )",43853,"(+/- 3625 )",31233,"(+/- 2875 )",33685,"(+/- 3190 )",34161,"(+/- 4006 )",31791,"(+/- 3253 )",26778,"(+/- 3688 )",39868,"(+/- 2735 )",16265,"(+/- 2288 )",31939,"(+/- 2944 )",30891,"(+/- 2973 )",47419,"(+/- 4099 )",39453,"(+/- 3514 )",44638,"(+/- 2982 )",42626,"(+/- 2674 )",32281,"(+/- 2114 )",33125,"(+/- 2352 )",32777,"(+/- 2063 )",32075,"(+/- 2123 )",29380,"(+/- 1704 )",35985,"(+/- 1766 )",33515,"(+/- 2032 )",31557,"(+/- 2132 )",39858,"(+/- 2480 )"
Education,"School Enrollment","College or graduate school",50144,"(+/- 3432 )",49540,"(+/- 3910 )",46221,"(+/- 2912 )",47968,"(+/- 4072 )",56602,"(+/- 5020 )",48739,"(+/- 3743 )",43096,"(+/- 4028 )",50073,"(+/- 4126 )",46151,"(+/- 3852 )",59433,"(+/- 5330 )",49155,"(+/- 3451 )",57626,"(+/- 4977 )",59332,"(+/- 6497 )",45985,"(+/- 3438 )",51980,"(+/- 4724 )",56195,"(+/- 4449 )",44379,"(+/- 3547 )",51100,"(+/- 4193 )",43374,"(+/- 3136 )",61378,"(+/- 3765 )",38871,"(+/- 3132 )",56394,"(+/- 3224 )",59444,"(+/- 2919 )",55659,"(+/- 3586 )",54341,"(+/- 3203 )",53390,"(+/- 3057 )",36722,"(+/- 2560 )"
Education,"Educational Attainment","Population 25 years and over",500228,"(+/- 6703 )",485988,"(+/- 8291 )",522984,"(+/- 9025 )",509901,"(+/- 9363 )",525292,"(+/- 12360 )",527007,"(+/- 11519 )",488355,"(+/- 13961 )",549655,"(+/- 12048 )",510141,"(+/- 12370 )",526935,"(+/- 13979 )",516311,"(+/- 6700 )",575696,"(+/- 13038 )",535132,"(+/- 13979 )",503790,"(+/- 12746 )",458160,"(+/- 11140 )",514624,"(+/- 10797 )",494752,"(+/- 5612 )",484103,"(+/- 4959 )",508208,"(+/- 4967 )",503201,"(+/- 5075 )",487798,"(+/- 3614 )",470922,"(+/- 3874 )",471015,"(+/- 3089 )",486072,"(+/- 2653 )",497620,"(+/- 1972 )",490956,"(+/- 4937 )",519888,"(+/- 6239 )"
Education,"Educational Attainment","Less than 9th grade",18335,"(+/- 3221 )",22525,"(+/- 3041 )",19049,"(+/- 2777 )",28695,"(+/- 3243 )",47544,"(+/- 4690 )",50689,"(+/- 3968 )",59516,"(+/- 4342 )",36719,"(+/- 4128 )",28029,"(+/- 3126 )",36619,"(+/- 4591 )",34942,"(+/- 2789 )",21237,"(+/- 3883 )",67392,"(+/- 6217 )",62234,"(+/- 5725 )",59953,"(+/- 4206 )",32422,"(+/- 4824 )",22408,"(+/- 3458 )",14850,"(+/- 2313 )",16479,"(+/- 1895 )",12499,"(+/- 1965 )",17236,"(+/- 2094 )",14511,"(+/- 1680 )",14712,"(+/- 1855 )",15283,"(+/- 1782 )",16781,"(+/- 2284 )",15050,"(+/- 2268 )",9830,"(+/- 1587 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",23971,"(+/- 3378 )",25140,"(+/- 2861 )",15200,"(+/- 2445 )",22603,"(+/- 3265 )",41143,"(+/- 3499 )",31810,"(+/- 4146 )",53890,"(+/- 4697 )",39789,"(+/- 3929 )",36846,"(+/- 3330 )",25148,"(+/- 3161 )",32452,"(+/- 3222 )",15483,"(+/- 2887 )",58815,"(+/- 6673 )",42059,"(+/- 3946 )",75764,"(+/- 5814 )",41868,"(+/- 5019 )",25311,"(+/- 3073 )",27598,"(+/- 3054 )",30142,"(+/- 3368 )",25525,"(+/- 3143 )",36343,"(+/- 2796 )",32948,"(+/- 3400 )",28203,"(+/- 2414 )",30404,"(+/- 2835 )",30267,"(+/- 3024 )",26146,"(+/- 2599 )",23823,"(+/- 2491 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",135293,"(+/- 6218 )",139306,"(+/- 7163 )",88796,"(+/- 5164 )",120214,"(+/- 7175 )",157967,"(+/- 6148 )",129057,"(+/- 7207 )",114734,"(+/- 7264 )",167242,"(+/- 7970 )",132253,"(+/- 7111 )",73964,"(+/- 6101 )",143307,"(+/- 6943 )",57809,"(+/- 6018 )",128099,"(+/- 8373 )",150022,"(+/- 7580 )",140075,"(+/- 7323 )",117702,"(+/- 6997 )",96384,"(+/- 6315 )",126615,"(+/- 5834 )",158435,"(+/- 5632 )",123221,"(+/- 5962 )",169296,"(+/- 5720 )",153970,"(+/- 4915 )",154523,"(+/- 5196 )",140513,"(+/- 5182 )",110818,"(+/- 5147 )",136251,"(+/- 5487 )",158326,"(+/- 5462 )"
Education,"Educational Attainment","Some college, no degree",82659,"(+/- 4459 )",86375,"(+/- 5233 )",72384,"(+/- 4752 )",76955,"(+/- 4794 )",97829,"(+/- 5307 )",64317,"(+/- 5146 )",53688,"(+/- 4729 )",75303,"(+/- 4063 )",74244,"(+/- 4797 )",38422,"(+/- 3954 )",74386,"(+/- 5125 )",47027,"(+/- 5005 )",77838,"(+/- 6487 )",67684,"(+/- 5687 )",82556,"(+/- 6289 )",74601,"(+/- 5254 )",72043,"(+/- 5288 )",94336,"(+/- 5058 )",83869,"(+/- 3890 )",78319,"(+/- 4011 )",83487,"(+/- 4336 )",84882,"(+/- 4665 )",81662,"(+/- 3133 )",85711,"(+/- 4271 )",81006,"(+/- 4610 )",97666,"(+/- 5224 )",86257,"(+/- 4628 )"
Education,"Educational Attainment","Associate's degree",48625,"(+/- 3968 )",54004,"(+/- 3401 )",33595,"(+/- 3106 )",39185,"(+/- 3289 )",44997,"(+/- 4175 )",49956,"(+/- 4295 )",26640,"(+/- 2913 )",36954,"(+/- 3050 )",31652,"(+/- 3502 )",19093,"(+/- 3377 )",34630,"(+/- 2611 )",16478,"(+/- 2951 )",27136,"(+/- 3454 )",39905,"(+/- 4212 )",33053,"(+/- 4003 )",39056,"(+/- 4044 )",33124,"(+/- 2909 )",45681,"(+/- 4166 )",60699,"(+/- 4270 )",60498,"(+/- 3853 )",60767,"(+/- 3674 )",61898,"(+/- 3450 )",59985,"(+/- 3059 )",58746,"(+/- 2870 )",57841,"(+/- 3952 )",60988,"(+/- 3633 )",69402,"(+/- 3922 )"
Education,"Educational Attainment","Bachelor's degree",101992,"(+/- 5796 )",92645,"(+/- 5645 )",153703,"(+/- 5883 )",125644,"(+/- 5072 )",87711,"(+/- 5368 )",120015,"(+/- 5775 )",114388,"(+/- 5896 )",118758,"(+/- 6675 )",119032,"(+/- 5525 )",171734,"(+/- 8264 )",118146,"(+/- 6822 )",219156,"(+/- 9248 )",102505,"(+/- 8009 )",89411,"(+/- 4878 )",46764,"(+/- 4452 )",106463,"(+/- 5129 )",125355,"(+/- 5593 )",94974,"(+/- 4845 )",84415,"(+/- 4037 )",112428,"(+/- 4440 )",69030,"(+/- 3548 )",68580,"(+/- 3600 )",67370,"(+/- 3330 )",87176,"(+/- 3981 )",113317,"(+/- 4540 )",90583,"(+/- 5264 )",97145,"(+/- 5240 )"
Education,"Educational Attainment","Graduate or professional degree",89353,"(+/- 4874 )",65993,"(+/- 4594 )",140257,"(+/- 5487 )",96605,"(+/- 5218 )",48101,"(+/- 3622 )",81163,"(+/- 4776 )",65499,"(+/- 4098 )",74890,"(+/- 5007 )",88085,"(+/- 5222 )",161955,"(+/- 6900 )",78448,"(+/- 4964 )",198506,"(+/- 8998 )",73347,"(+/- 4842 )",52475,"(+/- 4321 )",19995,"(+/- 2609 )",102512,"(+/- 5572 )",120127,"(+/- 5577 )",80049,"(+/- 5255 )",74169,"(+/- 4075 )",90711,"(+/- 4764 )",51639,"(+/- 3331 )",54133,"(+/- 3297 )",64560,"(+/- 3602 )",68239,"(+/- 4125 )",87590,"(+/- 4339 )",64272,"(+/- 3958 )",75105,"(+/- 4289 )"
Education,"Educational Attainment","Percent high school graduate or higher",91.5,"(+/- 1.0 )",90.2,"(+/- 0.8 )",93.5,"(+/- 0.7 )",89.9,"(+/- 0.9 )",83.1,"(+/- 1.1 )",84.3,"(+/- 1.0 )",76.8,"(+/- 1.1 )",86.1,"(+/- 1.0 )",87.3,"(+/- 0.8 )",88.3,"(+/- 1.0 )",86.9,"(+/- 0.8 )",93.6,"(+/- 0.9 )",76.4,"(+/- 1.5 )",79.3,"(+/- 1.3 )",70.4,"(+/- 1.4 )",85.6,"(+/- 1.1 )",90.4,"(+/- 1.0 )",91.2,"(+/- 0.8 )",90.8,"(+/- 0.8 )",92.4,"(+/- 0.8 )",89.0,"(+/- 0.7 )",89.9,"(+/- 0.8 )",90.9,"(+/- 0.6 )",90.6,"(+/- 0.7 )",90.5,"(+/- 0.8 )",91.6,"(+/- 0.7 )",93.5,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",38.3,"(+/- 1.3 )",32.6,"(+/- 1.3 )",56.2,"(+/- 1.2 )",43.6,"(+/- 1.2 )",25.9,"(+/- 1.1 )",38.2,"(+/- 1.5 )",36.8,"(+/- 1.4 )",35.2,"(+/- 1.4 )",40.6,"(+/- 1.5 )",63.3,"(+/- 1.6 )",38.1,"(+/- 1.5 )",72.5,"(+/- 1.5 )",32.9,"(+/- 1.4 )",28.2,"(+/- 1.2 )",14.6,"(+/- 1.1 )",40.6,"(+/- 1.6 )",49.6,"(+/- 1.3 )",36.2,"(+/- 1.2 )",31.2,"(+/- 1.0 )",40.4,"(+/- 1.2 )",24.7,"(+/- 1.0 )",26.1,"(+/- 1.0 )",28.0,"(+/- 1.0 )",32.0,"(+/- 1.0 )",40.4,"(+/- 1.1 )",31.5,"(+/- 1.4 )",33.1,"(+/- 1.2 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag","District 27 Estimate","District 27 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",246132,G,260136,G,397669,G,276582,G,168863,G,190471,G,257889,G,162660,G,131377,G,851937,G,176046,G,1592168,G,163880,H,161080,G,142023,G,175235,G,353097,G,228482,G,168839,G,342181,G,179630,G,221457,G,219593,G,279024,G,349462,G,353698,G,213343,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",171,J,11,J,108,H,11,J,0,N,0,N,0,N,0,N,0,N,0,N,0,N,68,H,0,N,0,N,0,N,21,G,86,J,266,G,480,G,150,H,404,G,138,G,356,G,106,H,212,J,0,N,207,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",107,H,12,G,0,N,0,N,0,N,0,N,0,N,0,N,0,N,8,G,0,N,52,H,0,N,11,J,0,N,0,N,0,N,125,H,355,G,618,H,569,G,205,H,636,H,145,G,28,J,80,H,561,H
Business,"Paid employees for pay period including March 12",Utilities,664,J,622,J,2896,J,791,J,378,H,140,J,1054,J,2808,G,37,J,1272,J,932,G,6101,H,267,J,3387,J,569,J,775,J,3281,J,1583,H,764,G,1746,H,1065,H,1076,J,855,H,4621,J,983,J,1497,G,695,G
Business,"Paid employees for pay period including March 12",Construction,21094,G,25468,G,19510,G,16281,G,8616,G,12862,G,16087,G,4509,G,3804,G,19940,G,12464,G,42270,G,2561,G,17489,G,6263,G,16544,G,20489,G,13996,G,10113,G,15505,G,9692,G,7770,G,8296,G,12743,G,13734,G,11468,G,13651,G
Business,"Paid employees for pay period including March 12",Manufacturing,18009,G,29489,G,13155,G,6712,G,2877,H,4112,G,8512,G,2859,G,1291,G,8907,G,1603,G,16058,G,309,G,4138,G,4688,G,5228,G,11993,G,16686,G,13481,G,26288,G,20676,G,29162,G,30708,G,28433,G,35138,G,28774,G,38104,G
Business,"Paid employees for pay period including March 12","Wholesale trade",14102,G,20478,G,24737,G,8147,G,3573,G,5785,G,11959,G,5013,G,1942,G,21072,G,3262,G,67075,G,693,G,5573,G,11100,G,4158,G,18477,G,12635,G,5129,G,12845,G,4752,G,7333,G,6316,G,14882,G,15897,G,18431,G,9449,G
Business,"Paid employees for pay period including March 12","Retail trade",39658,G,35475,G,41344,G,38609,G,19912,G,23169,G,26975,G,22235,G,14591,G,54722,G,29561,G,96091,G,15394,G,15659,G,18086,G,27514,G,38056,G,38454,G,27525,G,41972,G,33602,G,31814,G,31067,G,37361,G,39966,G,39277,G,38954,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",6256,G,12769,G,12039,G,10339,G,41907,G,2702,G,10142,G,9633,G,1306,H,11852,G,7501,G,18931,G,1872,J,18683,H,9276,G,8066,G,8606,G,9947,G,6407,G,12003,G,7857,G,7233,G,5564,G,11313,G,8217,G,13745,G,6614,H
Business,"Paid employees for pay period including March 12",Information,3110,G,4296,G,7553,H,4200,H,1379,G,2180,G,4674,H,3407,H,2688,J,76816,G,2205,H,135444,G,2315,G,2128,G,1739,H,3192,G,6915,G,4002,G,2401,G,8544,G,2996,G,3712,G,3244,G,5646,G,9765,H,5618,H,2322,G
Business,"Paid employees for pay period including March 12","Finance and insurance",7069,G,6412,G,30652,G,13161,G,2288,H,6235,G,8355,J,3491,H,2045,H,105346,G,4745,G,201926,G,2050,G,3019,H,1583,H,3510,G,20134,G,5815,H,5715,G,17834,G,4416,H,10710,G,5727,G,11253,G,12419,G,30121,G,5200,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2462,H,3031,G,8778,G,4440,G,3114,G,4541,G,7321,G,3629,G,3939,H,21098,G,2386,G,58317,G,5013,G,3684,G,4545,G,6442,G,6852,G,3927,G,1919,G,4851,G,2134,G,2028,G,2359,G,4146,G,6569,G,5324,G,2830,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",15770,H,13866,G,31058,G,19779,G,3442,G,7104,G,13967,G,4089,G,4380,G,102557,G,5954,G,245084,G,3603,G,2942,H,2358,G,6197,G,25231,G,13129,H,5687,H,30701,G,4875,G,9765,G,9597,G,17447,G,24867,G,24798,G,7256,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2198,H,3478,H,17889,G,3094,H,744,G,371,H,1182,H,622,G,1240,J,27636,G,258,G,67765,G,973,H,1165,H,551,G,760,H,15047,H,1531,G,1675,H,9017,H,1992,G,3092,G,3986,G,5641,H,7801,H,9810,G,2414,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13048,G,17809,G,25624,G,19654,G,9665,G,8559,G,9868,G,5176,G,3400,G,54070,G,7243,G,111729,G,3682,H,5436,G,6574,H,7802,G,23638,G,10390,G,5752,G,15017,G,6249,G,9423,G,6815,G,14767,G,23398,G,23795,G,7958,G
Business,"Paid employees for pay period including March 12","Educational services",3923,H,3353,G,11377,G,14258,G,7035,H,5146,G,11249,G,11508,G,6319,G,76381,G,8171,G,66645,H,21988,H,6540,G,9812,G,12687,G,17033,G,10828,G,8231,G,18410,H,4786,G,6601,G,25777,J,14061,H,33367,J,11629,G,4376,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",55488,G,44458,G,98732,G,68459,G,37835,G,80667,G,79840,G,61188,G,62908,G,115532,G,63920,G,172404,G,82451,H,45221,G,48044,G,39714,G,85363,G,47558,G,38439,G,70187,G,41112,G,48091,G,40998,G,55136,G,73724,H,71130,G,31853,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5339,G,3515,G,7696,G,4973,G,3585,H,1034,G,5635,G,3616,G,2886,H,26428,G,2673,G,47492,G,2295,G,3659,G,2899,H,5391,G,7861,G,4776,G,3720,G,8193,G,3088,G,3127,H,3297,G,4567,G,6071,G,5712,G,5377,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",26897,G,22496,G,27254,G,27710,G,15287,G,15724,G,27910,G,13027,G,10508,G,87114,G,14026,G,156418,G,11572,G,14601,G,8851,G,16237,G,26107,G,21597,G,23585,G,32763,G,21873,G,28879,G,25459,G,25862,G,26570,G,38136,G,25559,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10745,G,13078,G,17172,G,15917,G,7209,G,10109,G,13090,G,5824,G,8070,G,41065,G,9135,G,82063,G,6823,H,7721,G,5069,G,10949,G,17792,G,11204,G,7422,G,15521,G,7467,G,11265,H,8493,G,10858,G,10721,G,14327,G,9945,G
Business,"Paid employees for pay period including March 12","Industries not classified",22,J,20,J,61,H,27,J,16,J,28,H,65,G,25,J,22,J,121,J,5,J,235,J,18,J,24,H,16,J,47,J,42,H,33,J,39,J,16,J,25,H,33,J,43,H,36,G,15,J,14,J,18,G
Business,"Annual payroll ($1,000)","Total for all sectors",13787173,G,13099480,G,26343603,G,13479271,G,7634278,G,7629188,G,10847836,G,6337140,G,5536456,G,83874447,G,7478742,G,195988668,G,10185794,H,7708103,G,6386702,G,8320367,G,25672889,G,10892148,G,6851367,G,18670926,G,7391903,G,9339971,G,9441834,G,13277899,G,16949084,G,16781572,G,9575577,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",6875,G,423,J,3485,H,949,H,0,N,0,N,0,N,0,N,0,N,0,N,0,N,3892,J,0,N,0,N,0,N,840,G,3238,G,11600,G,21044,G,6634,H,18657,G,4404,G,13503,H,3491,G,15028,J,0,N,6892,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",8328,H,334,G,0,N,0,N,0,N,0,N,0,N,0,N,0,N,272,H,0,N,15946,J,0,N,171,J,0,N,0,N,0,N,7596,G,23453,G,54040,H,36728,G,13709,H,48839,G,11788,H,1903,J,5574,J,38531,H
Business,"Annual payroll ($1,000)",Utilities,83467,J,79594,J,389822,J,105215,J,45231,H,16504,J,130053,J,317821,G,3007,J,179706,H,104376,G,789555,H,32345,J,420656,J,69499,J,93117,J,447569,J,202489,H,88403,G,215291,H,120720,H,110064,J,87406,H,551129,J,92730,H,137235,G,71190,H
Business,"Annual payroll ($1,000)",Construction,1339715,G,1821187,G,1453144,G,1080491,G,563494,G,779755,G,969443,G,218492,G,184438,G,1681693,G,696632,G,3579520,G,153012,G,1283258,H,399801,G,1317702,G,1460697,G,845657,G,607443,G,1087923,G,631416,G,499579,G,485956,G,813414,G,855677,G,711736,G,905194,G
Business,"Annual payroll ($1,000)",Manufacturing,1090492,G,1823738,G,822317,G,364133,G,139140,G,211063,H,344698,G,164290,G,54777,G,338755,G,78331,G,846036,G,7304,G,215868,G,214560,G,297285,G,837835,G,1270356,G,785021,G,2524190,H,1163436,G,1645682,G,1721222,G,1790116,G,2237873,G,1807669,G,2336728,G
Business,"Annual payroll ($1,000)","Wholesale trade",1093461,G,1336694,G,1826971,G,531571,G,202505,G,238886,G,560523,G,215674,G,89811,G,1527295,G,224079,G,5945173,G,47530,H,327756,G,690454,G,269568,G,3753169,H,750452,G,250844,G,887753,G,261662,G,406238,G,329644,G,924959,G,1089868,G,1262939,G,584607,G
Business,"Annual payroll ($1,000)","Retail trade",1330958,G,1120202,G,1471643,G,1169411,G,534388,G,641818,G,1004806,H,592192,G,438159,G,2083260,G,871418,G,4335811,G,416273,G,502716,G,547570,G,860846,G,1231387,G,1124209,G,873512,G,1292198,G,995973,G,895271,G,847488,G,1061166,G,1105857,G,991222,G,1070708,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",249566,G,574305,G,468967,G,488118,G,2551812,G,89017,G,326254,G,305408,G,36869,G,546366,G,358818,G,1353517,H,44238,H,1123698,J,372814,H,295256,H,512046,H,409594,G,242772,G,514893,G,295856,G,317491,G,264699,G,510191,G,322789,G,637157,G,244727,H
Business,"Annual payroll ($1,000)",Information,196487,G,466113,G,683185,H,294806,H,79911,G,103584,G,421853,J,244030,J,153513,J,12807294,G,113280,G,21411053,G,145591,G,162212,G,107871,J,230755,H,630779,G,251344,G,96075,G,720512,G,129661,G,157213,G,161622,G,326090,G,749689,G,338555,G,108072,G
Business,"Annual payroll ($1,000)","Finance and insurance",1994221,H,506729,G,3247765,G,1520338,G,119047,H,476513,H,885452,J,222269,H,148590,H,28115108,G,595021,H,69871327,G,100309,G,188332,H,60374,H,378989,H,3463742,G,427306,G,365195,G,1713593,G,267385,H,764417,G,362131,G,919080,G,1155000,G,2268621,G,311391,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",143964,G,190424,G,605575,G,278240,G,142320,G,220341,G,329084,G,197444,G,155965,G,1635279,G,104309,G,5443533,G,209275,G,172360,G,173717,G,339299,G,426093,G,188399,G,79913,G,219775,G,81839,G,70558,G,87643,G,178953,G,329608,G,227583,G,108977,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1062481,H,909055,G,2536853,G,1344615,G,153757,G,372106,G,1016552,G,216594,G,233787,G,12952141,G,310721,G,34283380,G,198871,G,145235,G,122714,G,436991,G,2516832,G,1056530,H,282846,G,2631258,G,250023,G,591563,G,708542,G,1264860,G,1684495,G,1660098,G,436457,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",139461,H,336186,H,2323438,G,339723,H,48179,G,30550,H,95697,H,71739,G,27418,J,4141007,G,18364,G,11624534,G,59058,H,100132,J,35851,G,68033,H,2368233,H,137829,H,121954,H,690432,H,114238,H,250883,G,674988,H,343918,H,664129,H,768333,G,537174,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",659354,G,678425,G,1187770,G,721208,G,466849,G,432174,H,355678,G,186750,G,102726,G,3225947,H,290044,G,6774986,G,178991,G,216206,G,232401,H,355119,G,1036957,G,417183,G,224102,G,597516,G,245145,G,356884,G,256838,G,501543,G,990034,G,784812,G,349059,G
Business,"Annual payroll ($1,000)","Educational services",113294,H,84533,G,412735,G,529347,G,265987,H,166972,G,452952,G,490732,H,229804,G,4306069,H,268391,G,4129665,H,2444166,J,335312,G,462941,G,556825,G,587485,G,300065,G,269266,G,729841,G,156039,G,233606,H,1026314,J,539995,H,1595247,J,329119,G,111412,H
Business,"Annual payroll ($1,000)","Health care and social assistance",3140987,G,2299781,G,7552161,H,3511357,G,1651405,G,3280293,G,2913916,G,2234384,G,3182487,G,4964923,G,2953158,G,13399260,H,5617854,J,1795779,G,2328587,G,1947302,G,5009527,G,2617238,G,1770990,G,3482513,G,1912354,G,2211381,G,1680136,G,2750681,G,3202689,H,3656141,G,1333610,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",184874,G,53215,G,233481,G,200970,H,154265,H,16485,H,182127,G,234411,H,92766,G,1144479,G,40525,H,2991235,H,82381,G,213417,H,221746,J,195439,G,170620,G,115794,G,102708,G,143306,G,69812,G,59247,G,70420,H,63834,G,97604,G,178866,J,378846,J
Business,"Annual payroll ($1,000)","Accommodation and food services",629268,G,418605,G,572245,G,530240,G,303012,G,255279,G,501609,G,255729,G,210143,G,1890092,G,239112,G,3746646,G,224331,G,270692,G,197023,G,317362,G,554366,G,397567,G,451106,G,557991,G,434273,G,498804,H,410702,G,408488,G,430443,G,610562,G,394688,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",318867,G,399298,G,543961,G,465253,G,212421,G,296952,G,354896,G,168409,G,190935,G,2329581,G,211689,G,5430462,G,223115,H,233814,G,148126,G,357635,G,656072,G,360141,G,193640,G,600752,G,206227,G,252184,G,203033,G,313635,G,326867,G,404681,G,247080,G
Business,"Annual payroll ($1,000)","Industries not classified",1053,H,639,H,2690,G,1397,G,544,H,849,H,2208,G,706,G,1257,G,5143,G,399,G,13137,G,1142,H,489,H,653,G,1946,G,2736,G,799,G,1080,G,515,G,459,G,793,G,708,H,568,G,1554,G,425,G,234,H
Business,"Total Establishments","Total for all sectors",23109,X,20638,X,29963,X,24524,X,11713,X,18931,X,22846,X,12165,X,13229,X,38949,X,16299,X,66634,X,10296,X,12353,X,9242,X,15949,X,26322,X,19362,X,16636,X,18777,X,14991,X,13721,X,13808,X,15863,X,16869,X,17092,X,16106,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",59,X,4,X,21,X,3,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,9,X,0,X,0,X,0,X,4,X,18,X,64,X,92,X,10,X,115,X,43,X,41,X,25,X,9,X,0,X,40,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",10,X,4,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,4,X,0,X,6,X,0,X,3,X,0,X,0,X,0,X,9,X,37,X,14,X,35,X,24,X,56,X,11,X,4,X,4,X,25,X
Business,"Total Establishments",Utilities,41,X,16,X,43,X,18,X,12,X,8,X,22,X,15,X,3,X,28,X,11,X,42,X,8,X,14,X,7,X,10,X,47,X,36,X,46,X,37,X,72,X,34,X,45,X,47,X,22,X,16,X,50,X
